ASIN,Title,MainCategory,Degree,Betweenness,Closeness
A00005345,Product 5345,Electronics,9,0.017319,0.191555
A00002385,Product 2385,Movies & TV,9,0.514292,0.190835
A00009217,Product 9217,Movies & TV,9,0.518495,0.195622
A00007683,Product 7683,Clothing,9,0.960293,0.196935
A00003935,Product 3935,Electronics,9,0.394477,0.193057
A00003902,Product 3902,Clothing,9,0.359823,0.192938
A00006208,Product 6208,Movies & TV,9,0.230800,0.193648
A00004630,Product 4630,Movies & TV,9,0.458843,0.192444
A00000176,Product 176,Movies & TV,9,0.707068,0.193053
A00006957,Product 6957,Clothing,9,0.306636,0.191335
A00004905,Product 4905,Books,9,0.535902,0.192466
A00006954,Product 6954,Music,9,0.673872,0.190766
A00000585,Product 585,Movies & TV,9,0.935617,0.194522
A00001282,Product 1282,Clothing,9,0.130159,0.189929
A00009099,Product 9099,Clothing,9,0.480204,0.193809
A00003803,Product 3803,Clothing,9,0.933138,0.189017
A00006462,Product 6462,Books,9,0.428896,0.193001
A00005340,Product 5340,Movies & TV,9,0.472742,0.189325
A00000651,Product 651,Books,9,0.253754,0.194654
A00007277,Product 7277,Electronics,9,0.278563,0.196475
A00002444,Product 2444,Clothing,9,0.616568,0.195152
A00002843,Product 2843,Music,9,0.524877,0.197118
A00000808,Product 808,Music,9,0.606144,0.193386
A00003202,Product 3202,Books,9,0.606028,0.190276
A00009911,Product 9911,Music,9,0.793813,0.186817
A00004833,Product 4833,Movies & TV,9,0.911335,0.195163
A00001201,Product 1201,Music,9,0.972105,0.190468
A00007667,Product 7667,Movies & TV,9,0.323788,0.195087
A00004733,Product 4733,Music,9,0.229846,0.191677
A00009998,Product 9998,Books,9,0.569957,0.194594
A00001701,Product 1701,Books,9,0.302001,0.192433
A00003590,Product 3590,Books,9,0.837020,0.191431
A00008467,Product 8467,Music,9,0.877996,0.194654
A00004464,Product 4464,Electronics,9,0.725818,0.192767
A00008305,Product 8305,Clothing,9,0.151197,0.189379
A00004963,Product 4963,Movies & TV,9,0.865084,0.194632
A00007744,Product 7744,Music,9,0.425782,0.191787
A00003337,Product 3337,Electronics,9,0.479715,0.196078
A00008188,Product 8188,Movies & TV,9,0.545721,0.195068
A00009761,Product 9761,Music,9,0.425317,0.195171
A00008203,Product 8203,Clothing,9,0.207378,0.190316
A00003755,Product 3755,Electronics,9,0.421742,0.193783
A00009043,Product 9043,Clothing,9,0.616922,0.191200
A00004340,Product 4340,Music,9,0.459161,0.190294
A00001526,Product 1526,Movies & TV,9,0.623144,0.191644
A00000768,Product 768,Clothing,9,0.908677,0.194677
A00008054,Product 8054,Electronics,9,0.040821,0.194302
A00004277,Product 4277,Music,9,0.198637,0.193393
A00003397,Product 3397,Music,9,0.277173,0.194386
A00002012,Product 2012,Music,9,0.532230,0.190214
A00006649,Product 6649,Electronics,9,0.795920,0.195572
A00003712,Product 3712,Music,9,0.959135,0.189601
A00005449,Product 5449,Books,9,0.865050,0.191346
A00000297,Product 297,Electronics,9,0.987657,0.195633
A00008417,Product 8417,Electronics,9,0.251617,0.193584
A00003992,Product 3992,Clothing,9,0.338558,0.192793
A00002424,Product 2424,Electronics,9,0.863691,0.193061
A00009506,Product 9506,Clothing,9,0.977233,0.191673
A00007568,Product 7568,Clothing,9,0.415394,0.195114
A00009104,Product 9104,Music,9,0.321632,0.192133
A00008892,Product 8892,Music,9,0.411851,0.188671
A00005796,Product 5796,Movies & TV,9,0.595670,0.191043
A00002223,Product 2223,Clothing,9,0.665776,0.189821
A00001199,Product 1199,Books,9,0.789187,0.194016
A00004841,Product 4841,Movies & TV,9,0.155470,0.193719
A00004914,Product 4914,Electronics,9,0.218240,0.189490
A00008332,Product 8332,Clothing,9,0.795271,0.194878
A00007891,Product 7891,Movies & TV,9,0.159865,0.196939
A00008946,Product 8946,Books,9,0.347679,0.191025
A00004344,Product 4344,Electronics,9,0.773906,0.194072
A00002837,Product 2837,Books,9,0.846186,0.192960
A00007642,Product 7642,Clothing,9,0.584104,0.188468
A00008733,Product 8733,Books,9,0.939192,0.195442
A00006789,Product 6789,Movies & TV,9,0.685241,0.194499
A00001902,Product 1902,Clothing,9,0.125733,0.192485
A00009396,Product 9396,Books,9,0.191294,0.192459
A00007119,Product 7119,Books,9,0.722942,0.195369
A00007623,Product 7623,Clothing,9,0.891563,0.190124
A00003944,Product 3944,Electronics,9,0.147168,0.194167
A00003188,Product 3188,Books,9,0.737469,0.192570
A00005597,Product 5597,Clothing,9,0.916183,0.193783
A00003092,Product 3092,Books,9,0.443802,0.192459
A00001400,Product 1400,Movies & TV,9,0.792342,0.191142
A00004202,Product 4202,Movies & TV,9,0.329876,0.193266
A00001608,Product 1608,Electronics,9,0.526726,0.191467
A00001037,Product 1037,Music,9,0.863493,0.198590
A00007738,Product 7738,Electronics,9,0.497321,0.189666
A00006765,Product 6765,Music,9,0.546398,0.197270
A00005809,Product 5809,Electronics,9,0.088979,0.191776
A00005127,Product 5127,Books,9,0.893066,0.194231
A00003577,Product 3577,Electronics,9,0.021644,0.192577
A00003277,Product 3277,Electronics,9,0.177456,0.190908
A00004821,Product 4821,Music,9,0.017312,0.192485
A00003702,Product 3702,Electronics,9,0.032370,0.190236
A00009725,Product 9725,Books,9,0.396783,0.195201
A00001036,Product 1036,Electronics,9,0.647055,0.197722
A00001772,Product 1772,Music,9,0.120169,0.194984
A00001479,Product 1479,Music,9,0.989106,0.196394
A00007383,Product 7383,Electronics,9,0.082387,0.197172
A00006641,Product 6641,Clothing,9,0.046960,0.191982
A00006432,Product 6432,Electronics,9,0.588426,0.186580
A00001184,Product 1184,Movies & TV,9,0.256115,0.194431
A00000940,Product 940,Music,9,0.337907,0.194023
A00002915,Product 2915,Books,9,0.960379,0.193599
A00008269,Product 8269,Clothing,9,0.989167,0.193016
A00004260,Product 4260,Books,9,0.115621,0.196190
A00004421,Product 4421,Electronics,9,0.882733,0.194023
A00003439,Product 3439,Music,9,0.113597,0.192533
A00007072,Product 7072,Movies & TV,9,0.108781,0.196294
A00009895,Product 9895,Music,9,0.688513,0.196147
A00001753,Product 1753,Music,9,0.423264,0.196707
A00002029,Product 2029,Music,9,0.848888,0.194363
A00002319,Product 2319,Books,9,0.346858,0.196463
A00009804,Product 9804,Clothing,9,0.564049,0.190424
A00003279,Product 3279,Movies & TV,9,0.922755,0.194412
A00000005,Product 5,Books,9,0.900014,0.191809
A00009833,Product 9833,Books,9,0.497736,0.192666
A00005317,Product 5317,Music,9,0.506064,0.194412
A00008639,Product 8639,Clothing,9,0.713840,0.194378
A00000647,Product 647,Movies & TV,9,0.625817,0.195209
A00008152,Product 8152,Clothing,9,0.907785,0.190726
A00008246,Product 8246,Books,9,0.867965,0.194439
A00007877,Product 7877,Books,9,0.642179,0.191160
A00005675,Product 5675,Movies & TV,9,0.264748,0.190722
A00001442,Product 1442,Books,9,0.729269,0.189907
A00003074,Product 3074,Clothing,9,0.478353,0.193120
A00004893,Product 4893,Electronics,9,0.560545,0.192481
A00007337,Product 7337,Music,9,0.006972,0.192048
A00001548,Product 1548,Electronics,9,0.604778,0.194095
A00006653,Product 6653,Books,9,0.483563,0.195061
A00000280,Product 280,Clothing,9,0.133790,0.192144
A00000712,Product 712,Clothing,9,0.829838,0.193225
A00000728,Product 728,Clothing,9,0.233730,0.195802
A00002239,Product 2239,Music,9,0.938148,0.199179
A00005468,Product 5468,Electronics,9,0.265426,0.188298
A00002199,Product 2199,Books,9,0.325820,0.189565
A00002561,Product 2561,Clothing,9,0.426442,0.192845
A00007761,Product 7761,Electronics,9,0.537798,0.191233
A00007247,Product 7247,Movies & TV,9,0.976764,0.193337
A00005308,Product 5308,Music,9,0.885525,0.190773
A00001064,Product 1064,Books,9,0.924611,0.196086
A00000652,Product 652,Music,9,0.623376,0.197308
A00007097,Product 7097,Books,9,0.498703,0.194046
A00001484,Product 1484,Clothing,9,0.117275,0.193412
A00007041,Product 7041,Clothing,9,0.671791,0.192270
A00000273,Product 273,Movies & TV,9,0.302702,0.194886
A00005370,Product 5370,Electronics,9,0.401599,0.191746
A00001111,Product 1111,Electronics,9,0.486234,0.194084
A00006625,Product 6625,Movies & TV,9,0.791603,0.191156
A00005873,Product 5873,Music,9,0.327783,0.190243
A00005235,Product 5235,Books,9,0.225961,0.194901
A00007148,Product 7148,Books,9,0.191804,0.194768
A00002621,Product 2621,Movies & TV,9,0.894818,0.190766
A00001000,Product 1000,Books,9,0.212644,0.195297
A00001998,Product 1998,Clothing,9,0.172576,0.193850
A00004006,Product 4006,Clothing,9,0.489103,0.196707
A00004048,Product 4048,Movies & TV,9,0.938480,0.192889
A00007915,Product 7915,Books,9,0.546968,0.193869
A00005963,Product 5963,Clothing,9,0.413906,0.195713
A00009763,Product 9763,Electronics,9,0.348725,0.191328
A00004659,Product 4659,Books,9,0.612914,0.188881
A00009096,Product 9096,Books,9,0.820415,0.195186
A00002628,Product 2628,Movies & TV,9,0.736104,0.192071
A00003029,Product 3029,Movies & TV,9,0.937445,0.195377
A00004623,Product 4623,Music,9,0.750272,0.195560
A00007759,Product 7759,Clothing,9,0.680507,0.189904
A00004009,Product 4009,Books,9,0.670239,0.193926
A00007023,Product 7023,Music,9,0.157763,0.192566
A00005910,Product 5910,Music,9,0.502580,0.192611
A00003350,Product 3350,Music,9,0.377432,0.196517
A00003929,Product 3929,Movies & TV,9,0.588054,0.190988
A00008263,Product 8263,Clothing,9,0.457523,0.189943
A00005260,Product 5260,Books,9,0.724774,0.196564
A00003889,Product 3889,Books,9,0.092232,0.192867
A00000879,Product 879,Music,9,0.036825,0.194155
A00004455,Product 4455,Clothing,9,0.443651,0.192233
A00001516,Product 1516,Books,9,0.499775,0.194563
A00002685,Product 2685,Movies & TV,9,0.430630,0.188550
A00005452,Product 5452,Clothing,9,0.691220,0.197320
A00008773,Product 8773,Books,9,0.278760,0.190617
A00000920,Product 920,Books,9,0.362431,0.192726
A00000425,Product 425,Clothing,9,0.334507,0.192711
A00005195,Product 5195,Electronics,9,0.865513,0.193678
A00002908,Product 2908,Music,9,0.411422,0.192148
A00001038,Product 1038,Music,9,0.622435,0.194882
A00009309,Product 9309,Books,9,0.239673,0.193244
A00001618,Product 1618,Electronics,9,0.021136,0.194779
A00002112,Product 2112,Electronics,9,0.914261,0.189522
A00007709,Product 7709,Movies & TV,9,0.497916,0.192085
A00005392,Product 5392,Books,9,0.849590,0.192322
A00004229,Product 4229,Clothing,9,0.347675,0.192266
A00004823,Product 4823,Electronics,9,0.209975,0.194787
A00008749,Product 8749,Music,9,0.452829,0.191908
A00000793,Product 793,Movies & TV,9,0.573783,0.193742
A00002324,Product 2324,Music,9,0.778217,0.193337
A00000608,Product 608,Movies & TV,9,0.755866,0.195156
A00003804,Product 3804,Books,9,0.041772,0.189745
A00005921,Product 5921,Books,9,0.943746,0.195201
A00008803,Product 8803,Books,9,0.883782,0.190475
A00000043,Product 43,Music,9,0.066297,0.192748
A00008979,Product 8979,Electronics,9,0.438958,0.196390
A00008159,Product 8159,Clothing,9,0.442679,0.195855
A00008756,Product 8756,Clothing,9,0.615576,0.195587
A00007846,Product 7846,Music,9,0.689922,0.192715
A00000250,Product 250,Movies & TV,9,0.014216,0.193621
A00002465,Product 2465,Movies & TV,9,0.903757,0.186201
A00004429,Product 4429,Electronics,9,0.390285,0.192562
A00005027,Product 5027,Electronics,9,0.749261,0.192581
A00003572,Product 3572,Electronics,9,0.361360,0.193929
A00008192,Product 8192,Music,9,0.782722,0.191644
A00000706,Product 706,Electronics,9,0.042547,0.195163
A00008355,Product 8355,Clothing,9,0.405120,0.194242
A00001159,Product 1159,Books,9,0.172368,0.193072
A00001850,Product 1850,Electronics,9,0.458655,0.191809
A00006962,Product 6962,Books,9,0.376743,0.188849
A00003378,Product 3378,Movies & TV,9,0.145332,0.191916
A00005194,Product 5194,Movies & TV,9,0.976535,0.189990
A00000708,Product 708,Clothing,9,0.866362,0.192067
A00004108,Product 4108,Clothing,9,0.305259,0.193843
A00004042,Product 4042,Movies & TV,9,0.597532,0.192455
A00009802,Product 9802,Clothing,9,0.693651,0.196517
A00000697,Product 697,Books,9,0.255269,0.189796
A00005123,Product 5123,Books,9,0.430637,0.194840
A00003997,Product 3997,Clothing,9,0.404564,0.195011
A00009999,Product 9999,Music,9,0.746295,0.190084
A00007120,Product 7120,Electronics,9,0.012533,0.196602
A00004840,Product 4840,Books,9,0.829607,0.191032
A00009786,Product 9786,Clothing,9,0.992605,0.196575
A00003180,Product 3180,Electronics,9,0.515392,0.193202
A00008602,Product 8602,Books,9,0.243104,0.198161
A00009055,Product 9055,Clothing,9,0.416198,0.198708
A00007046,Product 7046,Books,9,0.021757,0.196429
A00007459,Product 7459,Clothing,9,0.394370,0.198823
A00003976,Product 3976,Electronics,9,0.766100,0.192030
A00005112,Product 5112,Movies & TV,9,0.252303,0.192148
A00002869,Product 2869,Clothing,9,0.132357,0.194654
A00008650,Product 8650,Movies & TV,9,0.234595,0.191171
A00004671,Product 4671,Music,9,0.253268,0.196086
A00007602,Product 7602,Electronics,9,0.581107,0.193326
A00009935,Product 9935,Books,9,0.184912,0.195301
A00007967,Product 7967,Electronics,9,0.694577,0.192078
A00005638,Product 5638,Electronics,9,0.590148,0.193150
A00006048,Product 6048,Music,9,0.771413,0.188831
A00005456,Product 5456,Music,9,0.541673,0.192945
A00005266,Product 5266,Clothing,9,0.798251,0.194582
A00001253,Product 1253,Clothing,9,0.908349,0.189580
A00008038,Product 8038,Electronics,9,0.074643,0.192848
A00009677,Product 9677,Books,9,0.341705,0.195867
A00006837,Product 6837,Music,9,0.732073,0.193210
A00003850,Product 3850,Books,9,0.459302,0.194825
A00002480,Product 2480,Movies & TV,9,0.233097,0.197472
A00004815,Product 4815,Electronics,9,0.325311,0.191193
A00004093,Product 4093,Clothing,9,0.878045,0.194299
A00001480,Product 1480,Movies & TV,9,0.680991,0.193412
A00008346,Product 8346,Movies & TV,9,0.971118,0.192274
A00008409,Product 8409,Movies & TV,9,0.244802,0.195167
A00004469,Product 4469,Movies & TV,9,0.339781,0.191394
A00002986,Product 2986,Music,9,0.703857,0.194514
A00001471,Product 1471,Clothing,9,0.874957,0.197445
A00000363,Product 363,Clothing,9,0.517068,0.192034
A00008671,Product 8671,Books,9,0.242967,0.198165
A00009662,Product 9662,Electronics,9,0.668880,0.193648
A00005537,Product 5537,Music,9,0.082377,0.191171
A00006349,Product 6349,Books,9,0.781876,0.196804
A00002834,Product 2834,Music,9,0.582280,0.194057
A00007483,Product 7483,Clothing,9,0.689103,0.191724
A00008776,Product 8776,Movies & TV,9,0.919154,0.197071
A00005878,Product 5878,Movies & TV,9,0.932561,0.193828
A00007428,Product 7428,Electronics,9,0.317899,0.193517
A00008436,Product 8436,Music,9,0.293218,0.193169
A00009744,Product 9744,Clothing,9,0.071643,0.196178
A00004613,Product 4613,Electronics,9,0.070511,0.195411
A00006818,Product 6818,Clothing,9,0.912921,0.195274
A00000806,Product 806,Electronics,9,0.635130,0.192196
A00006116,Product 6116,Movies & TV,9,0.128164,0.196070
A00008928,Product 8928,Music,9,0.562523,0.194386
A00001808,Product 1808,Movies & TV,9,0.673492,0.191193
A00003193,Product 3193,Clothing,9,0.256875,0.197492
A00008197,Product 8197,Electronics,9,0.082593,0.191010
A00004077,Product 4077,Clothing,9,0.075223,0.188429
A00009991,Product 9991,Music,9,0.493307,0.195752
A00007585,Product 7585,Electronics,9,0.489257,0.192008
A00000545,Product 545,Books,9,0.551658,0.197949
A00004636,Product 4636,Electronics,9,0.724193,0.192104
A00008348,Product 8348,Clothing,9,0.444104,0.194616
A00003776,Product 3776,Books,9,0.203134,0.194272
A00007309,Product 7309,Electronics,9,0.864694,0.193922
A00005476,Product 5476,Clothing,9,0.740382,0.194420
A00006792,Product 6792,Movies & TV,9,0.230900,0.195507
A00001414,Product 1414,Clothing,9,0.442876,0.192004
A00000832,Product 832,Electronics,9,0.045486,0.199537
A00009994,Product 9994,Books,9,0.009383,0.194106
A00007110,Product 7110,Clothing,9,0.967978,0.193247
A00001626,Product 1626,Music,9,0.490286,0.189810
A00000141,Product 141,Electronics,9,0.273222,0.196796
A00008278,Product 8278,Clothing,9,0.563637,0.191588
A00001481,Product 1481,Electronics,9,0.308160,0.190055
A00007678,Product 7678,Music,9,0.580844,0.194616
A00001073,Product 1073,Books,9,0.389325,0.191827
A00007972,Product 7972,Movies & TV,9,0.393356,0.192100
A00001671,Product 1671,Movies & TV,9,0.964825,0.194874
A00005679,Product 5679,Music,9,0.556903,0.189947
A00005023,Product 5023,Electronics,9,0.852794,0.191196
A00000397,Product 397,Electronics,9,0.786690,0.193050
A00002075,Product 2075,Electronics,9,0.231560,0.192618
A00003715,Product 3715,Books,9,0.784832,0.192292
A00008529,Product 8529,Clothing,9,0.184009,0.192867
A00001532,Product 1532,Movies & TV,9,0.685939,0.189860
A00002690,Product 2690,Electronics,9,0.302962,0.195633
A00009118,Product 9118,Electronics,9,0.131551,0.192975
A00001927,Product 1927,Electronics,9,0.426001,0.194080
A00005385,Product 5385,Clothing,9,0.654848,0.191724
A00003757,Product 3757,Clothing,9,0.265631,0.194393
A00005617,Product 5617,Movies & TV,9,0.270593,0.193663
A00004103,Product 4103,Electronics,9,0.606410,0.191875
A00002446,Product 2446,Books,9,0.488639,0.194935
A00006122,Product 6122,Movies & TV,9,0.138124,0.196105
A00006024,Product 6024,Music,9,0.392156,0.196232
A00000581,Product 581,Music,9,0.528023,0.192325
A00008202,Product 8202,Movies & TV,9,0.581497,0.193363
A00003176,Product 3176,Clothing,9,0.634361,0.198145
A00005237,Product 5237,Books,9,0.683149,0.193854
A00003881,Product 3881,Clothing,9,0.188662,0.189056
A00001034,Product 1034,Movies & TV,9,0.406307,0.190023
A00001075,Product 1075,Clothing,9,0.602287,0.194178
A00007308,Product 7308,Electronics,9,0.887792,0.193356
A00006590,Product 6590,Movies & TV,9,0.358924,0.194110
A00004880,Product 4880,Clothing,9,0.837548,0.192507
A00001947,Product 1947,Books,9,0.871851,0.197091
A00002580,Product 2580,Electronics,9,0.857591,0.197118
A00001031,Product 1031,Music,9,0.805169,0.191464
A00005760,Product 5760,Movies & TV,9,0.538089,0.192259
A00008552,Product 8552,Music,9,0.468559,0.197141
A00008550,Product 8550,Movies & TV,9,0.570410,0.192181
A00009280,Product 9280,Movies & TV,9,0.282408,0.196986
A00006311,Product 6311,Books,9,0.104703,0.189224
A00005504,Product 5504,Books,9,0.269810,0.194821
A00006099,Product 6099,Books,9,0.549787,0.189839
A00000735,Product 735,Movies & TV,9,0.184994,0.191215
A00009093,Product 9093,Electronics,9,0.685753,0.193982
A00004950,Product 4950,Clothing,9,0.149341,0.193745
A00009766,Product 9766,Clothing,9,0.958123,0.191266
A00000934,Product 934,Music,9,0.476088,0.192019
A00008985,Product 8985,Books,9,0.478338,0.190966
A00007841,Product 7841,Movies & TV,9,0.697536,0.196657
A00001620,Product 1620,Movies & TV,9,0.845258,0.188096
A00005034,Product 5034,Electronics,9,0.739751,0.191541
A00004563,Product 4563,Clothing,9,0.769353,0.189551
A00000857,Product 857,Clothing,9,0.847830,0.194344
A00006261,Product 6261,Electronics,9,0.560915,0.193322
A00001507,Product 1507,Movies & TV,9,0.580739,0.191691
A00005283,Product 5283,Movies & TV,9,0.553784,0.192570
A00004449,Product 4449,Movies & TV,9,0.730953,0.196032
